Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Weather Type
25,78,9.5,12,1002.12,3,5.5,Cloudy
41,73,6.5,96,1015.62,10,4,Sunny
-7,69,18,53,992.92,1,3.5,Snowy
42,21,1,4,1028.97,11,5.5,Sunny
16,57,4.5,46,1009.77,4,5,Cloudy
33,56,6.5,1,1029.19,9,9,Sunny
19,73,3,81,877.77,0,1,Sunny
27,100,18,76,1008.25,5,10.5,Cloudy
12,96,5.5,84,1010.32,3,4.5,Rainy
11,73,5.5,65,1015.14,2,1,Rainy
23,62,8,91,1004.57,2,5,Rainy
57,81,27.5,82,1011.1,10,2.5,Rainy
65,83,16.5,86,1012.01,5,9,Cloudy
38,37,5,2,1026.16,8,7,Sunny
29,66,1,12,1005.8,3,5.5,Cloudy
44,67,1.5,8,1021.24,9,9,Sunny
20,61,2.5,2,1029.84,6,5,Sunny
-5,69,9,52,984.19,1,2,Snowy
24,51,1,11,1016.66,11,6,Sunny
11,99,17.5,56,994.66,0,4.5,Rainy
9,57,1.5,33,1076.91,10,16,Rainy
12,53,7,22,1012.93,3,5.5,Cloudy
41,20,6.5,3,1024.98,10,10,Sunny
-3,97,4.5,77,985.01,1,4.5,Snowy
15,72,35.5,99,1012.96,1,5,Rainy
1,73,7,98,989.18,0,2.5,Snowy
21,32,2.5,3,1026.93,6,5.5,Sunny
28,26,8,15,1025.25,11,6.5,Sunny
34,74,2,24,1005.49,2,5.5,Cloudy
23,54,5,19,1023.24,10,6.5,Sunny
26,77,11.5,45,1019.53,1,7.5,Cloudy
28,65,0.5,16,1027.22,11,8,Sunny
20,67,13,47,1013.74,3,8,Cloudy
27,54,1,13,1009.82,2,5.5,Cloudy
-11,37,10,82,898.18,5,17,Rainy
4,65,16.5,91,982.75,0,3,Snowy
26,60,6,27,843.88,14,9.5,Snowy
38,78,3.5,85,1187.42,0,5,Snowy
24,101,27.5,86,1007.51,14,3,Cloudy
-6,97,5.5,61,996.98,0,3,Snowy
-7,70,5,82,999.14,1,2,Snowy
25,47,5,10,1026.95,6,10,Sunny
14,90,5.5,73,1018.61,3,5,Rainy
-16,25,12,92,846.18,6,13.5,Rainy
25,76,2.5,44,1019.94,3,5.5,Cloudy
21,79,11.5,13,1009.44,3,6.5,Cloudy
24,67,9.5,14,1013.7,9,7,Sunny
13,67,7,21,1018.83,1,8.5,Cloudy
57,109,13.5,109,999.4,4,4,Rainy
-15,79,14.5,28,1181.13,11,0.5,Cloudy
76,82,14,106,1023.29,12,8,Sunny
77,101,11,95,1024.51,2,7.5,Sunny
60,80,30,96,1012.37,0,1,Cloudy
33,36,5,9,1019.54,9,5.5,Sunny
-3,98,6.5,85,983.69,1,5,Snowy
48,22,14,51,1050.12,2,1,Snowy
17,68,17,58,994.11,0,4,Rainy
10,57,13,34,1012.71,2,5,Cloudy
40,33,10,0,1012.92,9,9,Sunny
-4,60,14,87,996.73,1,2.5,Snowy
24,49,2,2,1014.9,8,8,Sunny
14,94,11,63,1000.9,2,4,Rainy
37,86,9,93,1017.87,6,6,Sunny
22,86,17,65,1018.21,0,1,Rainy
13,61,2,21,1010.91,4,6.5,Cloudy
28,85,15.5,93,1013.07,12,10,Cloudy
30,48,1.5,16,1023.73,11,5.5,Sunny
42,21,7,14,1015.04,9,6,Sunny
3,60,18,61,990.68,1,2.5,Snowy
23,96,12,75,998.31,2,2,Rainy
4,89,10.5,89,981.38,6,0.5,Snowy
12,63,14,47,1017.14,2,7.5,Cloudy
30,68,7,15,1016.01,3,8,Cloudy
23,31,7.5,0,1015.02,10,7,Sunny
14,72,10,19,1001.46,4,8,Cloudy
-4,38,11,77,1111.95,3,17,Sunny
32,41,3.5,9,1016.91,8,9,Sunny
34,53,2.5,19,1027.71,10,8.5,Sunny
-10,72,6.5,98,988.11,0,4,Snowy
16,71,19,70,1008.4,2,2.5,Rainy
-5,88,19.5,71,997.25,0,3.5,Snowy
13,77,14,48,1017.33,2,6,Cloudy
32,51,12.5,41,1017.59,3,8.5,Cloudy
15,60,10.5,16,1009.03,2,6,Cloudy
26,77,15.5,69,1003.71,3,2.5,Rainy
15,99,11,55,990.28,2,1.5,Rainy
-10,74,13.5,83,998.28,0,2.5,Snowy
-19,34,15,98,1110.32,12,3,Sunny
31,90,5,57,996.58,3,5,Rainy
0,92,7,92,994.14,0,1,Snowy
0,80,18,90,994.11,0,3.5,Snowy
28,54,3,18,1014.78,8,9,Sunny
16,64,2,48,1000.6,1,6.5,Cloudy
21,78,1,20,1017.16,2,6,Cloudy
18,63,5,24,1005.59,4,8,Cloudy
30,76,11.5,45,1019.22,2,6.5,Cloudy
20,78,13,71,994.21,0,4,Rainy
10,71,10.5,33,1017.97,1,6,Cloudy
10,71,13.5,72,991.05,2,4,Rainy
-2,95,18.5,50,994.53,0,4,Snowy
11,54,1,25,1003.95,1,8,Cloudy
16,97,12,89,1002.71,2,3,Rainy
25,28,0,0,1018.63,7,7.5,Sunny
15,67,2.5,48,1006.11,4,8,Cloudy
23,56,13,16,1015.31,3,7,Cloudy
17,25,4,12,975.85,5,12.5,Sunny
38,35,3,9,1022.33,8,6.5,Sunny
36,56,0,2,1020.01,10,6,Sunny
-4,91,10.5,57,988.43,0,2,Snowy
23,47,7,14,1026.61,6,9.5,Sunny
27,79,3.5,18,1003.54,1,6.5,Cloudy
38,56,1,13,1017,9,7,Sunny
-8,93,7,89,985.65,1,2.5,Snowy
-4,70,17,52,980.7,0,4,Snowy
-3,85,19,88,999.98,0,4.5,Snowy
23,78,6.5,53,996.5,3,1,Rainy
-8,97,17,92,982.59,1,4,Snowy
26,60,8.5,25,1019.64,2,6,Cloudy
42,20,4.5,9,1028.46,8,5,Sunny
28,70,11,86,1014.57,0,3,Rainy
13,64,10,19,1004.04,3,6,Cloudy
55,89,16.5,93,1006.96,12,8.5,Cloudy
41,39,3,0,1013.5,6,6,Sunny
12,74,6.5,76,1009.38,3,5,Rainy
-5,106,32.5,102,987.89,2,0.5,Snowy
24,71,10.5,11,920.09,12,7.5,Cloudy
-5,83,19,89,994.15,1,3,Snowy
24,75,4,13,1017.97,3,8.5,Cloudy
20,61,10.5,30,1010.65,3,6,Cloudy
70,89,14.5,105,1011.2,14,4,Rainy
30,89,19,86,1010.22,0,2.5,Rainy
11,53,6.5,26,1018.19,4,7.5,Cloudy
-2,67,3,80,990.02,1,5,Snowy
27,63,6,80,1005.8,0,3.5,Rainy
20,85,33,86,997.36,0,2.5,Rainy
22,38,10,0,1027.37,9,9,Sunny
36,67,8,93,909.35,1,15,Rainy
31,75,13,61,1017.43,3,4,Rainy
33,27,8.5,11,1026.22,6,9.5,Sunny
2,98,6.5,89,995.47,1,1.5,Snowy
27,51,9,4,1010.29,8,7,Sunny
18,53,12,49,1008.45,4,9,Cloudy
27,72,14.5,17,1008.71,2,8,Cloudy
-1,96,15.5,94,989.32,1,2.5,Snowy
21,72,7.5,42,1005.63,1,7.5,Cloudy
35,97,18.5,96,1014,9,9.5,Cloudy
44,61,1,13,1027.37,6,9,Sunny
29,109,21,93,1018.98,9,7.5,Cloudy
40,46,2.5,3,1020.05,6,5.5,Sunny
23,30,9.5,4,1014.54,10,8.5,Sunny
-3,68,1,50,993.39,1,4,Snowy
24,78,8,29,1007.48,2,5,Cloudy
0,60,14,98,988.07,1,1.5,Snowy
21,76,3,101,1010.35,1,10,Cloudy
-12,59,12.5,56,1112.01,4,1.5,Sunny
29,74,2.5,29,1002.41,4,7,Cloudy
26,61,19.5,78,1001.66,3,4.5,Rainy
73,101,17,91,1024.85,4,2,Sunny
27,65,6.5,84,1010.16,1,2,Rainy
-9,98,15.5,95,988.17,1,5,Snowy
-6,71,8.5,96,985.8,0,2.5,Snowy
13,53,6,79,889.61,12,1,Sunny
27,46,6.5,8,1012.02,8,7.5,Sunny
22,54,6.5,2,1022.38,9,5.5,Sunny
27,68,12,23,819.83,8,2,Cloudy
20,85,8.5,81,1014.67,3,1,Rainy
42,66,7,19,1018.47,9,5.5,Sunny
0,79,9,92,996.34,2,4.5,Snowy
43,20,9,2,1016.94,6,5.5,Sunny
-2,83,9,63,983.32,1,2.5,Snowy
34,75,6,16,1001.93,4,7.5,Cloudy
26,34,1,10,1010.31,5,8,Sunny
17,66,15.5,95,1014.99,2,2.5,Rainy
28,82,12.5,89,1013.37,0,1.5,Rainy
-7,63,17.5,67,980.41,1,2,Snowy
36,36,7,72,986.32,8,5.5,Sunny
4,91,6,99,989.59,0,4.5,Snowy
-9,91,4,56,998.74,1,2.5,Snowy
31,51,6.5,17,1010.32,11,10,Sunny
-7,68,6.5,72,987.59,0,5,Snowy
16,74,10.5,25,1010.3,4,6.5,Cloudy
20,23,9.5,58,997.17,0,3,Snowy
6,81,2.5,109,994.04,14,2.5,Snowy
36,22,1,12,1023.33,8,8,Sunny
26,58,1,19,1013.17,9,6,Sunny
-9,96,2,56,998.94,1,2.5,Snowy
42,44,5,17,1015.53,6,8,Sunny
16,82,17,97,990.75,2,3.5,Rainy
24,98,11.5,63,1017.39,2,1.5,Rainy
5,106,20,82,981.79,8,0.5,Snowy
25,23,4.5,13,1014.45,11,6.5,Sunny
11,65,7.5,73,1002.92,2,3.5,Rainy
-17,58,12.5,86,999.82,2,16.5,Rainy
18,34,11.5,93,830.46,7,13,Snowy
43,45,3.5,15,1025.24,6,8.5,Sunny
23,35,3,9,1029.35,7,7.5,Sunny
26,68,5,44,1005.29,3,7.5,Cloudy
42,68,8,78,809.25,0,0.5,Rainy
24,44,8,1,1021.87,6,9.5,Sunny
-6,76,1,98,991.76,1,4,Snowy
38,40,9,52,902.13,10,8,Rainy
34,51,10,13,957.62,7,8.5,Cloudy
46,23,0,51,852.2,8,16,Cloudy
28,20,5.5,6,1012.95,5,8.5,Sunny
12,68,11.5,99,929.14,11,2,Rainy
66,107,13,109,1014.55,6,7,Cloudy
-2,50,4.5,13,1149.07,6,5,Cloudy
37,51,9.5,5,1025.58,5,8.5,Sunny
32,22,7.5,16,1013.16,10,8,Sunny
-7,61,2.5,79,990.5,0,3.5,Snowy
4,72,15.5,85,987.58,0,1.5,Snowy
33,98,10,65,1019.95,3,3,Rainy
4,99,8,72,994.81,0,3,Snowy
31,37,9.5,7,1029.3,8,8,Sunny
0,85,7.5,97,991.21,0,1.5,Snowy
24,69,1.5,40,1016.15,2,8.5,Cloudy
42,55,8,12,1019.58,6,8.5,Sunny
21,89,13,85,1006.31,2,4,Rainy
22,63,12.5,53,999.26,2,4.5,Rainy
31,62,9.5,34,1013.78,2,5,Cloudy
14,79,5,69,1013.9,1,3,Rainy
27,104,21.5,100,994.34,6,3.5,Rainy
2,72,12.5,90,998.38,1,2.5,Snowy
22,77,13,36,1019.44,2,5,Cloudy
-13,77,6.5,98,892.62,3,5,Snowy
-7,63,19,70,999.25,0,4.5,Snowy
42,58,6,3,1024.36,9,8,Sunny
36,22,0,3,1012.66,10,9,Sunny
12,50,3.5,25,1016.78,1,6,Cloudy
11,96,6,69,990.04,3,1,Rainy
4,62,4.5,95,872.6,2,10,Rainy
0,63,18,54,986.52,0,4,Snowy
22,57,3.5,17,1012.94,11,9,Sunny
29,42,0,14,1029.98,7,7.5,Sunny
18,64,12,19,1005.91,3,5.5,Cloudy
28,59,13,25,1010.5,3,8,Cloudy
10,76,11,12,1003.75,2,7.5,Cloudy
11,50,10.5,43,1001.03,3,8,Cloudy
-2,79,7.5,75,988.72,0,3.5,Snowy
24,28,4,3,1026.76,9,6,Sunny
30,57,5.5,26,1001.03,3,8.5,Cloudy
18,68,3,36,1005.69,1,5.5,Cloudy
10,65,7,21,1012.63,1,8,Cloudy
3,85,14.5,87,980.37,1,1,Snowy
2,62,9,71,998.28,0,1,Snowy
10,76,18,86,1008.39,0,5,Rainy
14,60,4.5,23,1019.56,1,6.5,Cloudy
18,64,15.5,96,997.09,1,4.5,Rainy
4,88,10,86,998.67,0,1.5,Snowy
36,30,2,17,1029.9,11,5.5,Sunny
-6,99,41,102,999.49,12,0.5,Snowy
38,62,0.5,6,1014.63,9,8,Sunny
11,55,0.5,16,1016.35,4,6.5,Cloudy
31,59,11,44,1002.75,4,8,Cloudy
33,30,5.5,92,1186.34,10,7.5,Snowy
10,60,2.5,20,1000.1,1,8.5,Cloudy
18,77,13.5,25,1006.22,4,5.5,Cloudy
24,69,8,52,1011.15,0,1.5,Rainy
1,92,11,80,999.17,0,4,Snowy
10,55,13,21,1017.82,2,8.5,Cloudy
26,39,9.5,6,1028.53,7,9,Sunny
32,39,7.5,3,1021.43,9,5.5,Sunny
11,67,15,88,1000.85,2,1.5,Rainy
-10,89,3.5,92,980.34,0,2.5,Snowy
24,67,12.5,58,1013.67,0,4,Rainy
0,69,6,98,997.78,0,4.5,Snowy
37,29,6,17,1028.59,5,9.5,Sunny
29,63,10.5,76,945.26,14,7,Rainy
-13,61,2,81,908.07,6,11,Cloudy
14,76,4,47,1017.23,1,7.5,Cloudy
36,29,7.5,8,1025.76,9,8,Sunny
35,63,6,10,1015.73,5,8,Sunny
21,94,17.5,81,1011.44,2,3.5,Rainy
41,31,1.5,7,1028.34,5,6,Sunny
22,48,2,18,1015.1,7,9,Sunny
21,62,2.5,5,1021.28,10,9.5,Sunny
19,57,13,17,1014.16,3,8,Cloudy
32,61,16.5,72,1008.85,1,2,Rainy
-10,69,12,86,985.56,1,1,Snowy
4,55,4.5,90,1171.78,0,10,Snowy
27,53,13,29,1018.62,4,6.5,Cloudy
41,45,1.5,14,1016.79,8,9,Sunny
1,76,20,91,984.85,0,1.5,Snowy
25,94,13.5,99,1005.95,10,1.5,Cloudy
-1,43,9.5,70,964.74,4,8,Snowy
15,58,6,11,1012.18,1,7.5,Cloudy
4,63,2,74,995.02,1,1,Snowy
29,37,4,6,1015.28,10,7,Sunny
47,92,0,78,1024.73,12,4,Sunny
-10,85,19,71,989.02,0,2.5,Snowy
15,79,16,72,997.07,3,4,Rainy
-5,60,2,94,993.24,1,3,Snowy
30,76,8,44,1019.75,4,5.5,Cloudy
32,62,0.5,1,1024.59,11,6.5,Sunny
-2,91,14.5,69,998.51,1,3,Snowy
33,85,9,54,1007.49,1,1.5,Rainy
-6,97,7,52,985.41,0,3,Snowy
-4,67,5.5,62,987.01,1,4.5,Snowy
30,72,6.5,94,999.3,0,5,Rainy
30,68,17,74,1017.1,2,3.5,Rainy
60,109,10,105,1017.33,10,6.5,Sunny
28,62,6.5,69,994.82,1,3,Rainy
-1,72,13,74,986.98,1,1,Snowy
36,47,4.5,37,1087.2,5,13.5,Rainy
27,57,9,8,1012.13,11,6,Sunny
27,56,11,16,1014.73,4,6.5,Cloudy
25,84,15.5,91,1018.5,6,8,Sunny
21,50,0,9,1011.39,7,6.5,Sunny
67,95,41.5,79,1002.83,9,3,Rainy
2,65,19,63,990.69,1,4.5,Snowy
-9,79,3.5,92,990.14,1,1.5,Snowy
22,74,5.5,25,1019.5,2,7,Cloudy
18,68,19,85,992.68,1,1.5,Rainy
21,30,4,8,1021.37,5,9,Sunny
28,99,11,82,1008.11,3,4.5,Rainy
13,71,6,54,1011.35,3,1.5,Rainy
24,50,9.5,10,1010.49,7,7,Sunny
44,45,3.5,14,1024.65,7,8,Sunny
25,75,11,67,1032.76,13,3.5,Snowy
9,77,8.5,21,887.74,5,14,Snowy
42,59,10.5,17,1149.76,13,1,Sunny
18,94,18.5,67,1019.23,3,2.5,Rainy
35,25,1.5,94,800.23,4,5,Snowy
14,73,8.5,64,1001.87,3,2.5,Rainy
25,30,1.5,18,1013.47,10,7.5,Sunny
16,71,15,43,1007.61,2,5.5,Cloudy
26,97,18,61,1019.45,3,1.5,Rainy
19,98,13,82,1018,3,3.5,Rainy
-10,76,4.5,99,982.04,1,2,Snowy
4,70,5.5,56,982.94,1,4,Snowy
-8,86,19.5,97,980.75,1,1,Snowy
-3,83,16,90,991.07,0,3,Snowy
27,61,2.5,51,1045.38,4,7,Cloudy
15,79,7.5,39,1018.48,1,9,Cloudy
38,47,3,18,1015.46,5,6.5,Sunny
21,92,7.5,69,996.42,2,2,Rainy
-7,94,3,98,994.79,0,4.5,Snowy
21,84,2.5,87,1025.02,4,4,Sunny
21,93,13.5,87,1016.31,1,1.5,Rainy
21,76,11.5,30,1003.34,3,6,Cloudy
0,68,16,91,998.36,1,2,Snowy
36,26,9,5,1016.29,6,6,Sunny
64,109,35.5,95,1003.19,12,4.5,Cloudy
24,69,4,12,1027.77,10,9.5,Sunny
34,95,15.5,90,1016.63,11,11.5,Sunny
33,49,9,5,1022.71,9,9,Sunny
46,81,20.5,107,1005.27,14,4,Cloudy
-3,90,16.5,55,988.24,1,1.5,Snowy
13,56,3.5,15,1002.48,2,7,Cloudy
41,101,19,78,1023.28,9,3.5,Sunny
27,85,10,68,1015.94,0,3.5,Rainy
-10,79,18.5,96,986.35,0,1.5,Snowy
10,97,6,94,1002.36,0,4.5,Rainy
21,33,3,3,1021.58,7,6.5,Sunny
-8,33,5,14,1135.31,9,16,Snowy
20,69,17,87,1007.12,3,2.5,Rainy
27,58,14.5,13,1016.87,4,7.5,Cloudy
28,71,9,66,1007.58,1,2,Rainy
20,89,18,68,1019.78,2,4.5,Rainy
-7,89,0.5,76,994.46,1,2,Snowy
33,72,11,18,1010.18,1,8.5,Cloudy
28,79,13,50,1015.66,0,4,Rainy
-8,92,11.5,54,994.5,1,3,Snowy
39,66,5,11,1024.35,5,9,Sunny
19,72,7,57,1001.28,0,3.5,Rainy
-2,65,8,51,982,1,4.5,Snowy
22,86,5.5,94,999.78,3,1,Rainy
31,67,13.5,54,1014.14,0,2.5,Rainy
15,61,7,40,1003.17,2,7,Cloudy
-9,46,6.5,35,978.59,7,0.5,Cloudy
28,60,5.5,28,1000.63,1,9,Cloudy
13,93,18,94,995.06,1,2.5,Rainy
-8,39,5.5,55,1073.46,6,17,Snowy
15,76,5,73,1012.14,8,12,Cloudy
23,75,16.5,86,1017.64,2,1.5,Rainy
30,66,18,87,1015.52,0,4.5,Rainy
0,98,7,66,986.05,0,3.5,Snowy
17,62,9,11,1016.34,2,7.5,Cloudy
15,99,30.5,85,1015.02,3,2,Cloudy
20,67,1.5,42,1007.52,4,7,Cloudy
23,77,7.5,49,1010.4,2,8.5,Cloudy
11,53,5.5,13,1016.57,3,6.5,Cloudy
-7,67,18,50,999.37,1,1.5,Snowy
34,60,11.5,42,1001.32,1,6.5,Cloudy
-5,89,5,64,994.57,0,5,Snowy
14,75,4,10,1000.16,4,6,Cloudy
42,55,5.5,15,1027.66,6,7.5,Sunny
32,21,2.5,8,1029.34,7,9,Sunny
34,66,8.5,95,1023.42,10,16.5,Snowy
35,65,9.5,12,1018.19,7,5.5,Sunny
18,64,19.5,98,1003.54,1,3.5,Rainy
-10,85,8,69,985.76,1,1.5,Snowy
-9,71,9,50,994.09,1,2.5,Snowy
32,60,11,49,1007.94,1,6.5,Cloudy
27,69,4.5,4,1011.56,7,9.5,Sunny
30,107,20.5,84,1006.47,5,10,Cloudy
-10,67,1,59,983.52,0,5,Snowy
-4,78,9,58,991.09,1,2,Snowy
19,45,2.5,35,1168.72,10,11.5,Cloudy
32,31,3.5,9,1026.58,8,9,Sunny
23,90,13.5,53,992.4,3,3,Rainy
5,68,0.5,89,836.82,12,12,Rainy
20,94,13.5,105,1025.18,4,7.5,Sunny
18,51,7,38,1005.6,3,8.5,Cloudy
11,67,8.5,59,1004.46,2,4.5,Rainy
1,60,2.5,61,995.83,1,2.5,Snowy
4,74,8.5,91,994.86,1,2.5,Snowy
6,78,5,20,1122.45,9,7.5,Sunny
22,79,3.5,37,1008.08,3,7,Cloudy
10,69,10.5,10,1007.75,1,7,Cloudy
21,60,17.5,62,1010.93,0,3.5,Rainy
23,70,14.5,64,1014.51,3,3.5,Rainy
0,63,6.5,63,989.02,0,1.5,Snowy
25,49,9,17,1016.51,5,6.5,Sunny
-7,94,16.5,86,995.55,1,3.5,Snowy
30,61,12,20,1018.24,1,5.5,Cloudy
0,94,7.5,63,981.13,0,2,Snowy
25,109,21,80,1014.22,0,8,Cloudy
29,74,6.5,33,1010.9,1,8,Cloudy
10,77,18,62,1002.6,3,3,Rainy
-7,52,1.5,24,1078.7,10,4.5,Snowy
23,64,7.5,47,1015.4,4,6,Cloudy
-3,86,10.5,60,997.64,1,1.5,Snowy
1,79,19,95,987.57,13,2,Snowy
3,96,4,95,992.62,1,4,Snowy
26,53,9,2,1022.27,9,9,Sunny
18,68,13,32,1006.26,3,5.5,Cloudy
-4,97,18.5,86,985.92,0,1,Snowy
14,66,4,29,1009.07,1,6.5,Cloudy
-6,75,13.5,54,991.67,0,2,Snowy
-4,89,18,87,987.18,1,3,Snowy
14,92,13,98,1005.5,1,3.5,Rainy
17,85,16.5,79,1017.45,3,4,Rainy
25,51,7,18,1028.26,8,9.5,Sunny
34,78,13.5,17,1014.32,3,9,Cloudy
21,57,1,21,1014.06,3,7.5,Cloudy
17,91,23,83,1006.18,9,5.5,Cloudy
37,66,6,11,1029.68,9,10,Sunny
11,67,8,17,1005.72,4,6,Cloudy
11,52,2.5,44,1004.77,2,8.5,Cloudy
30,84,5.5,106,1002.48,6,2.5,Cloudy
-8,75,9.5,56,998.57,0,5,Snowy
3,85,40.5,96,990.66,0,4,Snowy
18,61,13.5,28,1016.33,3,6,Cloudy
25,20,0,1,1015.75,11,9,Sunny
27,63,7.5,45,1016.25,3,5.5,Cloudy
6,76,12,32,976.45,7,3,Cloudy
-7,74,0.5,72,982.31,1,3,Snowy
2,88,3.5,65,980.94,1,1,Snowy
-6,87,11.5,109,993.89,11,3,Snowy
58,76,26.5,97,1006.48,7,7,Cloudy
40,32,3,4,1010.25,7,7.5,Sunny
-4,69,14.5,37,1174.37,1,19,Rainy
41,41,9,3,1025.31,11,6,Sunny
36,39,10,6,1013.25,10,9,Sunny
-1,61,0,73,985.88,0,2,Snowy
28,92,18,98,1004.7,0,4.5,Rainy
-4,84,13.5,99,992.85,1,1.5,Snowy
10,87,12.5,57,993.1,3,5,Rainy
14,81,6.5,82,1010.85,0,2,Rainy
16,69,8.5,22,1006.42,3,8,Cloudy
-10,80,17,84,980.93,1,2.5,Snowy
17,81,30.5,88,994.03,1,5,Rainy
18,79,10.5,37,1016.76,3,8,Cloudy
19,65,3,41,1012.48,2,6.5,Cloudy
31,55,8,33,1006.48,1,6.5,Cloudy
28,67,10,42,1011.76,2,5,Cloudy
2,72,16.5,57,994.53,1,4.5,Snowy
-2,79,3,98,988.81,1,3,Snowy
-9,92,6.5,90,998.63,1,5,Snowy
5,37,13.5,84,1104.6,14,19,Sunny
19,72,1,33,1010.56,4,5.5,Cloudy
-7,86,17,95,999.62,1,1,Snowy
68,70,2,71,1013.06,4,8,Sunny
12,78,11,66,1006.86,0,3,Rainy
39,63,1.5,15,1027.49,10,9.5,Sunny
49,28,14.5,64,1135.33,12,12,Sunny
41,39,8,8,1017.26,9,6.5,Sunny
0,92,16.5,80,987.42,1,4,Snowy
3,91,9.5,64,993.39,1,2,Snowy
4,66,3.5,95,994.68,0,4.5,Snowy
33,63,5,96,1019.09,0,2,Rainy
31,44,5.5,83,925.06,12,8,Snowy
29,65,1,5,1014.66,5,8.5,Sunny
11,65,6,53,1003.38,1,4.5,Rainy
-2,66,18.5,76,987.65,1,5,Snowy
23,99,15.5,80,1004.44,0,1,Rainy
39,26,6,8,1017.33,5,8.5,Sunny
1,93,14,56,992.89,0,2.5,Snowy
26,73,0.5,24,1006.51,1,5.5,Cloudy
-7,99,2.5,53,997.66,0,4.5,Snowy
53,90,16.5,78,1014.31,12,3,Cloudy
22,24,8,3,1029.3,8,10,Sunny
20,60,0.5,18,1015.43,9,9,Sunny
-8,72,2.5,86,992.17,0,3.5,Snowy
11,72,1,46,1015.33,2,5,Cloudy
24,53,4,28,1010.46,1,7.5,Cloudy
28,69,8.5,83,1012.89,2,1,Rainy
21,75,1,15,1005.52,1,8.5,Cloudy
16,71,9.5,17,1014.68,4,6,Cloudy
17,77,11.5,46,1011.69,2,5.5,Cloudy
-12,70,31.5,99,994.49,10,3,Snowy
44,60,10,17,1019.82,9,6.5,Sunny
10,92,5,56,1006.85,2,1.5,Rainy
-10,71,12.5,67,992.89,0,4,Snowy
3,91,17.5,94,998.51,0,1.5,Snowy
28,63,13.5,93,994.29,2,3,Rainy
16,70,15,59,996.48,0,4,Rainy
1,85,4,59,983.49,1,3.5,Snowy
22,51,7,27,1014.24,3,5,Cloudy
30,54,1,19,1018.26,5,7.5,Sunny
10,81,11.5,75,1006.82,3,3.5,Rainy
2,75,2.5,74,998.57,1,2.5,Snowy
23,51,2.5,1,1018.72,9,5.5,Sunny
21,60,2.5,2,1018.96,10,6.5,Sunny
18,53,8.5,68,919.56,4,6.5,Sunny
19,74,7.5,92,993.95,0,2,Rainy
26,76,2.5,40,1000.01,4,6.5,Cloudy
-1,79,20,70,997.21,1,4.5,Snowy
-1,60,1.5,62,982.73,0,3,Snowy
10,83,11.5,72,1005.5,1,3.5,Rainy
17,81,18,89,995.4,2,1.5,Rainy
25,57,4.5,24,1006.4,4,8.5,Cloudy
46,24,9.5,81,926.59,0,12.5,Rainy
5,57,6.5,72,1135.48,4,6.5,Cloudy
20,32,7,5,1019.85,9,6,Sunny
40,37,8.5,2,1025.95,11,5.5,Sunny
14,69,2,23,1013.26,1,5,Cloudy
1,96,13.5,81,982.25,0,3,Snowy
42,33,2,14,1015.7,5,9,Sunny
12,97,13,60,1019.8,0,3,Rainy
-4,94,16,85,981.71,1,2.5,Snowy
27,38,4.5,0,1021.59,9,8,Sunny
11,72,16.5,103,1001.75,2,9.5,Cloudy
20,57,9.5,5,1028.05,5,5.5,Sunny
43,102,1,88,1027.93,4,10,Sunny
47,40,10.5,54,1182.46,8,19,Sunny
4,60,18,63,987.74,1,5,Snowy
30,61,7,17,1002.87,3,9,Cloudy
13,55,11,17,1000.1,4,5.5,Cloudy
11,69,1,27,1148.7,12,16.5,Cloudy
28,44,14,46,929.19,1,3.5,Cloudy
41,20,4.5,2,1021.26,5,6,Sunny
-5,79,2,61,982.37,1,5,Snowy
39,55,7.5,0,1011.05,5,7,Sunny
-1,94,16.5,75,983.34,1,1,Snowy
32,34,2.5,10,1018.8,11,9.5,Sunny
13,60,1.5,31,1006.12,4,6.5,Cloudy
72,101,26.5,75,1019.21,14,1.5,Cloudy
12,72,0,36,1010.8,4,7.5,Cloudy
34,57,6,39,1007.32,3,6.5,Cloudy
33,55,10.5,42,1017.01,4,7,Cloudy
37,29,3.5,10,1016.42,9,8.5,Sunny
33,78,5.5,92,994.83,0,1.5,Rainy
12,76,11.5,89,1013.18,1,2.5,Rainy
1,96,14.5,65,985.89,1,3,Snowy
25,75,9,13,1010.59,2,5.5,Cloudy
29,54,9,14,1022.36,11,9,Sunny
31,42,7,16,1029.16,10,8.5,Sunny
16,85,19.5,52,995.61,2,3,Rainy
30,51,6,15,1012.33,8,5,Sunny
23,95,23.5,83,1003.38,7,6.5,Cloudy
1,91,13,80,990.88,1,3,Snowy
30,41,5.5,5,1021.61,10,9.5,Sunny
35,42,4.5,10,1016.98,7,7,Sunny
20,22,8,17,1025.34,11,5.5,Sunny
-9,71,13,70,995.26,0,5,Snowy
1,61,2.5,89,993.16,1,3.5,Snowy
21,53,3.5,11,1024.94,8,9.5,Sunny
11,69,7,28,1006.53,1,7,Cloudy
26,63,6,65,991.68,1,3,Rainy
19,56,0.5,24,1013.06,1,5.5,Cloudy
11,76,19.5,92,999.56,1,4,Rainy
-7,99,13,58,983.05,1,1,Snowy
15,52,8.5,41,1000.77,3,8,Cloudy
18,66,7.5,44,1005.03,3,6,Cloudy
4,97,18,58,980.6,0,1,Snowy
30,61,14,67,1002.87,0,4.5,Rainy
34,76,2.5,41,1001.27,3,8,Cloudy
